Time (s),CBF Array[0],CBF Array[1]
34.67368271,6.602627900068613,4.163336342344337e-17
34.683622995,6.602643200030559,1.1102230246251565e-16
34.69349447,6.602658555658093,6.245004513516506e-17
34.703453589,6.60267385606434,1.8041124150158794e-16
34.713565931,6.602689172012848,-6.938893903907228e-18
34.723370757,6.602704440758291,1.0408340855860843e-16
34.733562438,6.602719762985959,4.85722573273506e-17
34.743417012,6.60273504931706,8.326672684688674e-17
34.753353403,6.602750363596051,2.7755575615628914e-17
34.763304374,6.602765682474717,1.1102230246251565e-16
34.77355726,6.602780986250045,-1.3183898417423734e-16
34.783638245,6.602796323085866,-1.249000902703301e-16
34.793723462,6.602811645913,6.938893903907228e-18
34.8033268,6.60282686641915,-3.677613769070831e-16
34.81359193,6.602842212310982,-1.3183898417423734e-16
34.823343748,6.602857444927075,1.1102230246251565e-16
34.833422337,6.602872739435783,-2.7755575615628914e-17
34.843241114,6.602888047302334,4.85722573273506e-16
34.853584938,6.602903392982397,-8.326672684688674e-17
34.863508506,6.602918736329815,-2.0816681711721685e-16
34.873398259,6.602934064933592,2.2898349882893854e-16
34.883521738,6.602949352509657,6.938893903907228e-17
34.893512934,6.602964678632987,-1.942890293094024e-16
34.903364364,6.602979966645473,-5.551115123125783e-17
34.913443401,6.602995305255323,-4.2327252813834093e-16
34.923397543,6.603010543687336,-1.249000902703301e-16
34.933622768,6.603025940056116,-1.3183898417423734e-16
34.943323317,6.603041178555428,1.3183898417423734e-16
34.953936198,6.603056599466895,1.457167719820518e-16
34.963352406,6.603071821602476,-4.163336342344337e-17
34.973823073,6.603087181613509,3.469446951953614e-17
34.98359427,6.6031024611437665,2.7755575615628914e-17
34.993581474,6.603117801875387,1.5265566588595902e-16
35.208463503,6.603439588708264,6.938893903907228e-18
35.213270655,6.603429106262993,1.3877787807814457e-16
35.223236147,6.603418568327675,-1.3877787807814457e-17
35.233541809,6.603408022629848,-1.5959455978986625e-16
35.243446869,6.603397487254255,-7.632783294297951e-17
35.25359837,6.603386923018963,1.3877787807814457e-17
35.263416812,6.6033763854314875,-1.3183898417423734e-16
35.27391954,6.603365820995215,-5.551115123125783e-17
35.283314204,6.603355325146124,3.5388358909926865e-16
35.29351376,6.603344817766793,-3.469446951953614e-17
35.303332072,6.60333428981754,2.0122792321330962e-16
35.313710494,6.603323705640699,-1.0408340855860843e-16
35.323341441,6.603313185525016,1.8735013540549517e-16
35.333535378,6.6033026837637,2.0816681711721685e-17
35.346181112,6.60329013002181,1.249000902703301e-16
35.359660275,6.603279889748505,2.636779683484747e-16
35.365570668,6.603271022939674,3.469446951953614e-17
35.37932751,6.6032566799782035,-6.938893903907228e-17
35.386687257,6.603249224471328,1.0408340855860843e-16
35.398760222,6.603236501920081,9.020562075079397e-17
35.404008313,6.603228555456754,-6.938893903907228e-18
35.413887214,6.603218374993732,9.71445146547012e-17
35.427032536,6.603206126894708,2.0816681711721685e-16
35.434153185,6.603197256688884,-1.8735013540549517e-16
35.443445351,6.603186807905971,-3.5388358909926865e-16
35.453697341,6.603176299147107,-1.249000902703301e-16
35.463950128,6.603165759033715,1.5959455978986625e-16
35.473644565,6.603155216184236,4.0245584642661925e-16
35.483556382,6.6031447280803075,6.938893903907228e-18
35.493554476,6.603134189045071,-1.942890293094024e-16
35.506141813,6.60312362317831,2.0816681711721685e-17
35.513322281,6.6031131246036745,-3.122502256758253e-16
35.523469562,6.603102577110291,-1.734723475976807e-16
35.533746434,6.603092064277563,-3.7470027081099033e-16
35.543302906,6.603081537163478,-1.734723475976807e-16
35.553722084,6.603071006811636,7.840950111415168e-16
35.563639346,6.603060454902419,-2.157996004115148e-15
35.573510232,6.603049966008127,-1.0387524174149121e-14
35.583357722,6.6030394309629346,7.259470802267742e-14
35.593532987,6.6030289002090665,2.6334906477742948e-12
35.603300072,6.603018404861737,-8.919182753475141e-11
35.613646049,6.603007858850959,-3.1186998816767897e-10
35.623707824,6.602997317633719,-1.6922207038416737e-09
35.633736411,6.602986775689626,2.1103636978214713e-07
35.643565426,6.6029762709054625,-1.5384965776910065e-05
35.653917148,6.6029657237435,0.00018958912981899279
35.663358174,6.602955228793404,0.009567287574996534
35.673609239,6.602944705767778,140801648597764.28
35.683437991,6.602934177247971,-1.3877787807814457e-17
35.693560462,6.602923660293777,2.1510571102112408e-16
35.703433951,6.60291312179006,6.938893903907228e-17
35.713627037,6.602902601123441,1.3877787807814457e-16
35.723391053,6.602892102306203,1.942890293094024e-16
35.733753415,6.602881550082892,-1.249000902703301e-16
35.743282408,6.60287107489422,-5.551115123125783e-17
35.754035793,6.602860445466367,-1.8735013540549517e-16
35.763339931,6.60285001748302,3.469446951953614e-17
35.773504871,6.602839470130128,1.3877787807814457e-17
35.783496281,6.602828929074448,-1.0408340855860843e-16
35.793540932,6.602818451499387,-1.1102230246251565e-16
35.803304779,6.6028079634140475,-4.163336342344337e-17
35.814009247,6.602797383562289,-1.1796119636642288e-16
35.823708059,6.602786888003618,-7.632783294297951e-17
35.833666599,6.602776334539148,9.71445146547012e-17
35.843348292,6.602765878402258,2.7755575615628914e-17
35.853742015,6.602755311198053,-3.7470027081099033e-16
35.863653986,6.602744839812568,2.0816681711721685e-17
35.87350978,6.6027343040066855,0.0
35.883469659,6.602723769982766,1.457167719820518e-16
35.893701312,6.602713243507747,-2.0122792321330962e-16
35.903307304,6.6027027807454735,1.249000902703301e-16
35.913793409,6.602692200665843,4.85722573273506e-17
35.923383888,6.602681713883563,9.020562075079397e-17
35.93363895,6.6026711679571335,1.8735013540549517e-16
35.943918162,6.602660623311783,6.938893903907228e-18
35.953804562,6.602650106271047,0.0
35.963600531,3.7376341570110756,-1.8388068845354155e-16
35.973582462,3.7376235966520235,3.122502256758253e-17
35.983455796,3.7376131511334063,2.3245294578089215e-16
35.993915354,3.7376026043647586,-1.5612511283791264e-16
36.205361389,3.737381926432027,-9.71445146547012e-17
36.213603035,3.73739451588,-1.6653345369377348e-16
36.223474186,3.737407025492649,1.942890293094024e-16
36.233497621,3.73741964896603,-7.979727989493313e-17
36.24348411,3.7374321964931982,3.8163916471489756e-17
36.253383426,3.737444712977846,2.7755575615628914e-17
36.263399354,3.7374573041107246,-7.28583859910259e-17
36.273464333,3.737469869890796,3.8163916471489756e-17
36.283564017,3.7374823800726857,-1.8735013540549517e-16
36.293628614,3.737494949937026,-6.938893903907228e-17
36.303553835,3.737507513909063,1.4224732503009818e-16
36.31357834,3.7375200674962183,6.245004513516506e-17
36.323448028,3.737532676281877,-4.5102810375396984e-17
36.33343925,3.7375451959209536,-3.469446951953614e-17
36.343361835,3.73755776716582,-3.469446951953614e-18
36.353484885,3.737570299871581,4.163336342344337e-17
36.363366524,3.737582871607622,-1.8388068845354155e-16
36.373251873,3.737595422773175,-1.3183898417423734e-16
36.383228801,3.7376079854158095,-4.163336342344337e-17
36.393628071,3.7376206514948027,2.0816681711721685e-16
36.403418017,3.7376331610123765,-2.3245294578089215e-16
36.413626693,3.737645720348584,3.469446951953614e-17
36.423679044,3.737658309736648,-1.0408340855860843e-16
36.433499284,3.737670869863272,-8.326672684688674e-17
36.443388577,3.737683377657544,1.6653345369377348e-16
36.453682079,3.73769599489566,2.255140518769849e-16
36.463368679,3.737708527444307,-3.469446951953614e-17
36.473634237,3.737721077763297,-3.469446951953614e-18
36.483676571,3.7377336881010788,-2.255140518769849e-16
36.493705066,3.7377462622812025,1.5265566588595902e-16
36.506177176,3.737758825470101,1.214306433183765e-16
36.513569893,3.7377713782659625,3.8163916471489756e-17
36.528791388,3.7377851414872847,1.5959455978986625e-16
36.533822896,3.737796562353616,1.3877787807814457e-17
36.545913388,3.737809966224983,-2.7755575615628914e-17
36.557502518,3.7378231191049878,-1.734723475976807e-17
36.565993388,3.737834690604102,-8.673617379884035e-17
36.575001486,3.737847064155442,-6.245004513516506e-17
36.583784386,3.7378593955290857,3.469446951953614e-17
